pantone_name,fixed_id,corel_palette_version,process,cmyk_c_percent,cmyk_m_percent,cmyk_y_percent,cmyk_k_percent,cmyk_corel_raw,lab_corel_raw,srgb_r_0_255,srgb_g_0_255,srgb_b_0_255,hex_from_corel_srgb,srgb_corel_raw,adobe_rgb_corel_raw,source_xml,source_file_timestamp
PANTONE 140 CP,74,1700,true,6.0,43.0,100.0,58.0,"0.06,0.43,1.0,0.58","0.3971,0.556274509803922,0.658039215686275",123,85,24,#7B5518,"0.482352941176471,0.333333333333333,0.0941176470588235","0.443137254901961,0.333333333333333,0.137254901960784",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 1345 CP,75,1700,true,0.0,13.0,50.0,0.0,"0.0,0.13,0.5,0.0","0.8405,0.531294117647059,0.671019607843137",240,204,127,#F0CC7F,"0.941176470588235,0.8,0.498039215686275","0.901960784313726,0.792156862745098,0.509803921568627",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 1355 CP,76,1700,true,0.0,19.0,61.0,0.0,"0.0,0.19,0.61,0.0","0.8132,0.544862745098039,0.694078431372549",239,194,108,#EFC26C,"0.937254901960784,0.76078431372549,0.423529411764706","0.886274509803922,0.752941176470588,0.443137254901961",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 1365 CP,77,1700,true,0.0,28.0,79.0,0.0,"0.0,0.28,0.79,0.0","0.7615,0.573960784313726,0.730823529411765",236,174,75,#ECAE4B,"0.925490196078431,0.682352941176471,0.294117647058824","0.862745098039216,0.67843137254902,0.325490196078431",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 1375 CP,78,1700,true,0.0,40.0,97.0,0.0,"0.0,0.4,0.97,0.0","0.6994,0.613019607843137,0.777058823529412",232,150,25,#E89619,"0.909803921568627,0.588235294117647,0.0980392156862745","0.831372549019608,0.584313725490196,0.176470588235294",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 1385 CP,79,1700,true,0.0,54.0,100.0,5.0,"0.0,0.54,1.0,0.05","0.6142,0.643411764705882,0.760156862745098",216,121,13,#D8790D,"0.847058823529412,0.474509803921569,0.0509803921568627","0.76078431372549,0.470588235294118,0.133333333333333",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 1395 CP,80,1700,true,0.0,51.0,100.0,39.0,"0.0,0.51,1.0,0.39","0.4815,0.589294117647059,0.697294117647059",158,99,22,#9E6316,"0.619607843137255,0.388235294117647,0.0862745098039216","0.56078431372549,0.388235294117647,0.137254901960784",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 1405 CP,81,1700,true,8.0,49.0,97.0,60.0,"0.08,0.49,0.97,0.6","0.3781,0.556117647058823,0.635607843137255",117,80,32,#755020,"0.458823529411765,0.313725490196078,0.125490196078431","0.423529411764706,0.317647058823529,0.156862745098039",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 141 CP,82,1700,true,0.0,16.0,68.0,0.0,"0.0,0.16,0.68,0.0","0.8184,0.538980392156863,0.714862745098039",239,196,98,#EFC462,"0.937254901960784,0.768627450980392,0.384313725490196","0.890196078431372,0.764705882352941,0.407843137254902",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 142 CP,83,1700,true,0.0,21.0,77.0,0.0,"0.0,0.21,0.77,0.0","0.7881,0.557294117647059,0.718470588235294",237,185,89,#EDB959,"0.929411764705882,0.725490196078431,0.349019607843137","0.874509803921569,0.717647058823529,0.372549019607843",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 143 CP,84,1700,true,0.0,27.0,85.0,0.0,"0.0,0.27,0.85,0.0","0.7649,0.570823529411765,0.733921568627451",236,176,74,#ECB04A,"0.925490196078431,0.690196078431373,0.290196078431373","0.862745098039216,0.682352941176471,0.32156862745098",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 144 CP,85,1700,true,0.0,49.0,100.0,0.0,"0.0,0.49,1.0,0.0","0.668,0.63678431372549,0.758",230,137,34,#E68922,"0.901960784313726,0.537254901960784,0.133333333333333","0.815686274509804,0.533333333333333,0.188235294117647",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 145 CP,86,1700,true,0.0,49.0,100.0,8.0,"0.0,0.49,1.0,0.08","0.6199,0.624980392156863,0.740823529411765",211,127,32,#D37F20,"0.827450980392157,0.498039215686275,0.125490196078431","0.749019607843137,0.494117647058824,0.176470588235294",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 146 CP,87,1700,true,0.0,47.0,100.0,31.0,"0.0,0.47,1.0,0.31","0.5173,0.593254901960784,0.69321568627451",169,107,35,#A96B23,"0.662745098039216,0.419607843137255,0.137254901960784","0.6,0.419607843137255,0.176470588235294",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 147 CP,88,1700,true,19.0,38.0,87.0,52.0,"0.19,0.38,0.87,0.52","0.4103,0.528,0.61043137254902",115,93,50,#735D32,"0.450980392156863,0.364705882352941,0.196078431372549","0.427450980392157,0.364705882352941,0.219607843137255",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 7408 CP,89,1700,true,0.0,20.0,98.0,0.0,"0.0,0.2,0.98,0.0","0.7867,0.552117647058823,0.789254901960784",238,185,39,#EEB927,"0.933333333333333,0.725490196078431,0.152941176470588","0.87843137254902,0.717647058823529,0.231372549019608",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 7409 CP,90,1700,true,0.0,27.0,92.0,0.0,"0.0,0.27,0.92,0.0","0.7615,0.570901960784314,0.756470588235294",236,175,59,#ECAF3B,"0.925490196078431,0.686274509803922,0.231372549019608","0.862745098039216,0.67843137254902,0.274509803921569",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 7410 CP,91,1700,true,0.0,35.0,54.0,0.0,"0.0,0.35,0.54,0.0","0.7453,0.592862745098039,0.647960784313726",233,167,115,#E9A773,"0.913725490196078,0.654901960784314,0.450980392156863","0.847058823529412,0.647058823529412,0.458823529411765",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 7411 CP,92,1700,true,1.0,36.0,65.0,1.0,"0.01,0.36,0.65,0.01","0.7359,0.596941176470588,0.667725490196079",233,163,103,#E9A367,"0.913725490196078,0.63921568627451,0.403921568627451","0.843137254901961,0.635294117647059,0.415686274509804",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 7412 CP,93,1700,true,2.0,50.0,83.0,8.0,"0.02,0.5,0.83,0.08","0.6337,0.617137254901961,0.676745098039216",210,132,74,#D2844A,"0.823529411764706,0.517647058823529,0.290196078431373","0.749019607843137,0.513725490196078,0.305882352941176",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 7413 CP,94,1700,true,0.0,52.0,86.0,2.0,"0.0,0.52,0.86,0.02","0.6572,0.633137254901961,0.696941176470588",224,135,69,#E08745,"0.87843137254902,0.529411764705882,0.270588235294118","0.792156862745098,0.525490196078431,0.294117647058824",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 7414 CP,95,1700,true,0.0,57.0,100.0,17.0,"0.0,0.57,1.0,0.17","0.5531,0.624745098039216,0.698",190,110,42,#BE6E2A,"0.745098039215686,0.431372549019608,0.164705882352941","0.666666666666667,0.427450980392157,0.2",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 7562 CP,96,1700,true,14.0,29.0,62.0,12.0,"0.14,0.29,0.62,0.12","0.646,0.541725490196078,0.635529411764706",185,150,95,#B9965F,"0.725490196078431,0.588235294117647,0.372549019607843","0.682352941176471,0.580392156862745,0.384313725490196",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 7563 CP,97,1700,true,2.0,34.0,88.0,8.0,"0.02,0.34,0.88,0.08","0.6837,0.581607843137255,0.732588235294118",215,152,53,#D79835,"0.843137254901961,0.596078431372549,0.207843137254902","0.780392156862745,0.592156862745098,0.250980392156863",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 7564 CP,98,1700,true,0.0,46.0,100.0,5.0,"0.0,0.46,1.0,0.05","0.6626,0.617019607843137,0.769607843137255",222,139,19,#DE8B13,"0.870588235294118,0.545098039215686,0.0745098039215686","0.792156862745098,0.541176470588235,0.156862745098039",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 7565 CP,99,1700,true,1.0,53.0,93.0,11.0,"0.01,0.53,0.93,0.11","0.5998,0.627254901960784,0.726",206,121,37,#CE7925,"0.807843137254902,0.474509803921569,0.145098039215686","0.725490196078431,0.470588235294118,0.188235294117647",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 7566 CP,100,1700,true,4.0,58.0,82.0,25.0,"0.04,0.58,0.82,0.25","0.52,0.620039215686275,0.665372549019608",178,103,52,#B26734,"0.698039215686274,0.403921568627451,0.203921568627451","0.623529411764706,0.4,0.227450980392157",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 7567 CP,101,1700,true,11.0,59.0,80.0,41.0,"0.11,0.59,0.8,0.41","0.4394,0.594117647058824,0.633960784313725",145,88,48,#915830,"0.568627450980392,0.345098039215686,0.188235294117647","0.513725490196078,0.349019607843137,0.207843137254902",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 7568 CP,102,1700,true,20.0,57.0,75.0,46.0,"0.2,0.57,0.75,0.46","0.4134,0.567960784313725,0.607764705882353",129,87,53,#815735,"0.505882352941176,0.341176470588235,0.207843137254902","0.462745098039216,0.345098039215686,0.227450980392157",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 7569 CP,103,1700,true,1.0,47.0,93.0,7.0,"0.01,0.47,0.93,0.07","0.6469,0.608745098039216,0.721490196078431",213,137,52,#D58934,"0.835294117647059,0.537254901960784,0.203921568627451","0.76078431372549,0.533333333333333,0.23921568627451",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 7570 CP,104,1700,true,1.0,50.0,89.0,8.0,"0.01,0.5,0.89,0.08","0.6311,0.613450980392157,0.695176470588235",209,132,63,#D1843F,"0.819607843137255,0.517647058823529,0.247058823529412","0.745098039215686,0.513725490196078,0.274509803921569",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 7571 CP,105,1700,true,2.0,49.0,87.0,15.0,"0.02,0.49,0.87,0.15","0.6079,0.600823529411765,0.670862745098039",197,129,70,#C58146,"0.772549019607843,0.505882352941176,0.274509803921569","0.705882352941177,0.501960784313725,0.294117647058824",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 7572 CP,106,1700,true,4.0,51.0,84.0,21.0,"0.04,0.51,0.84,0.21","0.5652,0.600274509803921,0.645176470588235",183,118,72,#B77648,"0.717647058823529,0.462745098039216,0.282352941176471","0.654901960784314,0.458823529411765,0.298039215686275",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 7573 CP,107,1700,true,4.0,55.0,89.0,30.0,"0.04,0.55,0.89,0.3","0.5091,0.600941176470588,0.654705882352941",168,104,54,#A86836,"0.658823529411765,0.407843137254902,0.211764705882353","0.596078431372549,0.407843137254902,0.235294117647059",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 7574 CP,108,1700,true,10.0,49.0,78.0,31.0,"0.1,0.49,0.78,0.31","0.5148,0.576352941176471,0.644549019607843",161,110,60,#A16E3C,"0.631372549019608,0.431372549019608,0.235294117647059","0.576470588235294,0.431372549019608,0.254901960784314",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 7575 CP,109,1700,true,15.0,48.0,81.0,43.0,"0.15,0.48,0.81,0.43","0.4498,0.551882352941176,0.630313725490196",135,98,50,#876232,"0.529411764705882,0.384313725490196,0.196078431372549","0.490196078431373,0.384313725490196,0.219607843137255",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 148 CP,117,1700,true,0.0,17.0,47.0,0.0,"0.0,0.17,0.47,0.0","0.8245,0.540901960784314,0.654470588235294",238,198,131,#EEC683,"0.933333333333333,0.776470588235294,0.513725490196078","0.886274509803922,0.768627450980392,0.525490196078431",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 149 CP,118,1700,true,0.0,22.0,56.0,0.0,"0.0,0.22,0.56,0.0","0.7983,0.553960784313725,0.677450980392157",237,188,113,#EDBC71,"0.929411764705882,0.737254901960784,0.443137254901961","0.874509803921569,0.733333333333333,0.458823529411765",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 150 CP,119,1700,true,0.0,30.0,71.0,0.0,"0.0,0.3,0.71,0.0","0.7538,0.579019607843137,0.710039215686274",235,171,85,#EBAB55,"0.92156862745098,0.670588235294118,0.333333333333333","0.854901960784314,0.666666666666667,0.356862745098039",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 151 CP,120,1700,true,0.0,54.0,100.0,0.0,"0.0,0.54,1.0,0.0","0.6489,0.650235294117647,0.764",229,129,23,#E58117,"0.898039215686275,0.505882352941176,0.0901960784313725","0.803921568627451,0.501960784313725,0.156862745098039",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 152 CP,121,1700,true,0.0,61.0,100.0,0.0,"0.0,0.61,1.0,0.0","0.6176,0.673921568627451,0.752941176470588",227,115,26,#E3731A,"0.890196078431372,0.450980392156863,0.101960784313725","0.788235294117647,0.447058823529412,0.156862745098039",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 153 CP,122,1700,true,0.0,57.0,100.0,17.0,"0.0,0.57,1.0,0.17","0.5423,0.633960784313725,0.726862745098039",191,105,20,#BF6914,"0.749019607843137,0.411764705882353,0.0784313725490196","0.666666666666667,0.411764705882353,0.137254901960784",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 154 CP,123,1700,true,0.0,57.0,100.0,38.0,"0.0,0.57,1.0,0.38","0.4638,0.611686274509804,0.69321568627451",160,90,21,#A05A15,"0.627450980392157,0.352941176470588,0.0823529411764706","0.56078431372549,0.356862745098039,0.133333333333333",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 155 CP,124,1700,true,0.0,13.0,35.0,0.0,"0.0,0.13,0.35,0.0","0.8401,0.533647058823529,0.643254901960784",239,203,141,#EFCB8D,"0.937254901960784,0.796078431372549,0.552941176470588","0.898039215686275,0.792156862745098,0.56078431372549",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 156 CP,125,1700,true,0.0,23.0,51.0,0.0,"0.0,0.23,0.51,0.0","0.7893,0.55956862745098,0.670313725490196",236,185,115,#ECB973,"0.925490196078431,0.725490196078431,0.450980392156863","0.870588235294118,0.717647058823529,0.462745098039216",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 157 CP,126,1700,true,0.0,40.0,71.0,0.0,"0.0,0.4,0.71,0.0","0.7155,0.605764705882353,0.687843137254902",231,156,88,#E79C58,"0.905882352941176,0.611764705882353,0.345098039215686","0.831372549019608,0.607843137254902,0.36078431372549",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 158 CP,127,1700,true,0.0,62.0,97.0,0.0,"0.0,0.62,0.97,0.0","0.6216,0.67078431372549,0.719019607843137",226,117,50,#E27532,"0.886274509803922,0.458823529411765,0.196078431372549","0.788235294117647,0.454901960784314,0.223529411764706",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 159 CP,128,1700,true,0.0,68.0,100.0,7.0,"0.0,0.68,1.0,0.07","0.55,0.673490196078431,0.722941176470588",205,97,29,#CD611D,"0.803921568627451,0.380392156862745,0.113725490196078","0.709803921568627,0.380392156862745,0.156862745098039",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 160 CP,129,1700,true,0.0,64.0,100.0,32.0,"0.0,0.64,1.0,0.32","0.4698,0.622862745098039,0.685411764705882",165,89,29,#A5591D,"0.647058823529412,0.349019607843137,0.113725490196078","0.576470588235294,0.352941176470588,0.152941176470588",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 161 CP,130,1700,true,11.0,61.0,92.0,65.0,"0.11,0.61,0.92,0.65","0.3114,0.561686274509804,0.606705882352941",100,64,31,#64401F,"0.392156862745098,0.250980392156863,0.12156862745098","0.36078431372549,0.258823529411765,0.149019607843137",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 1485 CP,131,1700,true,0.0,34.0,68.0,0.0,"0.0,0.34,0.68,0.0","0.7413,0.587607843137255,0.699176470588235",233,167,88,#E9A758,"0.913725490196078,0.654901960784314,0.345098039215686","0.847058823529412,0.647058823529412,0.364705882352941",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 1495 CP,132,1700,true,0.0,49.0,96.0,0.0,"0.0,0.49,0.96,0.0","0.678,0.627921568627451,0.764156862745098",231,141,31,#E78D1F,"0.905882352941176,0.552941176470588,0.12156862745098","0.819607843137255,0.549019607843137,0.184313725490196",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 1505 CP,133,1700,true,0.0,64.0,100.0,0.0,"0.0,0.64,1.0,0.0","0.6129,0.677529411764706,0.759411764705882",226,112,18,#E27012,"0.886274509803922,0.43921568627451,0.0705882352941176","0.788235294117647,0.43921568627451,0.137254901960784",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE Orange 021 CP,134,1700,true,0.0,74.0,100.0,0.0,"0.0,0.74,1.0,0.0","0.5707,0.710705882352941,0.744313725490196",223,92,22,#DF5C16,"0.874509803921569,0.36078431372549,0.0862745098039216","0.768627450980392,0.36078431372549,0.133333333333333",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 1525 CP,135,1700,true,0.0,77.0,100.0,14.0,"0.0,0.77,1.0,0.14","0.4897,0.688274509803922,0.709647058823529",191,77,23,#BF4D17,"0.749019607843137,0.301960784313725,0.0901960784313725","0.654901960784314,0.305882352941176,0.129411764705882",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 1535 CP,136,1700,true,0.0,71.0,100.0,38.0,"0.0,0.71,1.0,0.38","0.4224,0.639843137254902,0.682078431372549",156,73,20,#9C4914,"0.611764705882353,0.286274509803922,0.0784313725490196","0.541176470588235,0.294117647058824,0.12156862745098",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 1545 CP,137,1700,true,0.0,68.0,100.0,67.0,"0.0,0.68,1.0,0.67","0.3077,0.59321568627451,0.619647058823529",109,57,25,#6D3919,"0.427450980392157,0.223529411764706,0.0980392156862745","0.384313725490196,0.235294117647059,0.129411764705882",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 1555 CP,138,1700,true,0.0,29.0,40.0,0.0,"0.0,0.29,0.4,0.0","0.7653,0.582196078431373,0.617843137254902",233,174,135,#E9AE87,"0.913725490196078,0.682352941176471,0.529411764705882","0.854901960784314,0.67843137254902,0.529411764705882",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 1565 CP,139,1700,true,0.0,42.0,60.0,0.0,"0.0,0.42,0.6,0.0","0.7029,0.619058823529412,0.648666666666667",230,150,105,#E69669,"0.901960784313726,0.588235294117647,0.411764705882353","0.823529411764706,0.584313725490196,0.419607843137255",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 1575 CP,140,1700,true,0.0,59.0,90.0,0.0,"0.0,0.59,0.9,0.0","0.6355,0.662823529411765,0.698117647058824",227,122,65,#E37A41,"0.890196078431372,0.47843137254902,0.254901960784314","0.796078431372549,0.47843137254902,0.274509803921569",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 1585 CP,141,1700,true,0.0,66.0,99.0,0.0,"0.0,0.66,0.99,0.0","0.6018,0.686627450980392,0.714980392156863",225,107,48,#E16B30,"0.882352941176471,0.419607843137255,0.188235294117647","0.780392156862745,0.419607843137255,0.215686274509804",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 1595 CP,142,1700,true,0.0,70.0,100.0,2.0,"0.0,0.7,1.0,0.02","0.5696,0.692078431372549,0.705019607843137",216,97,46,#D8612E,"0.847058823529412,0.380392156862745,0.180392156862745","0.745098039215686,0.380392156862745,0.207843137254902",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
